,Outdegree
foxc1,168
id1,146
peg3,140
snai1,57
twist1,57
prrx1,15
prrx2,13
meis2,4
fli1,2
alx3,1
six2,1
alx4,1
tbx3,1
hopx,0
alx1,0
ebf3,0
rarg,0
rarb,0
lin28b,0
myc,0
snai2,0
six1,0
tbx2,0
tcf7l1,0
