Term,Adjusted P-value
GO:0007507,6.60174589872382e-14
GO:0060976,2.8715155704653633e-10
GO:0006357,6.408609022233767e-10
GO:0008284,1.7576560537917774e-09
GO:0007369,1.8852907966677075e-09
GO:1990837,4.5111383202258275e-09
GO:0045893,4.517620559596767e-09
GO:0045892,8.253726231197985e-09
GO:0000122,8.253726231197985e-09
GO:0003690,1.8924847896311236e-08
GO:0060828,1.906966768562436e-08
GO:0048522,7.225087350581564e-08
GO:0043565,7.889301843138573e-08
GO:0045944,8.947781602652148e-08
GO:0060485,1.1971808669037945e-07
GO:0006355,1.1988457100693685e-07
GO:0009948,4.03753606805446e-07
GO:0060070,6.027120000988134e-07
GO:0048332,6.29789630261762e-07
GO:0045597,6.311851879893043e-07
GO:0003208,6.349372449914356e-07
GO:0000976,7.57403510738181e-07
GO:1902680,1.3444679947714515e-06
GO:0042127,1.5133642739858583e-06
GO:0030178,2.3279968221650225e-06
GO:0045662,2.473985480425813e-06
GO:0090090,3.825361878134537e-06
GO:0010717,7.100717222505122e-06
GO:0001707,7.387905274351535e-06
GO:0001947,7.387905274351535e-06
GO:0072359,9.224065464008565e-06
GO:0000977,1.202489108870176e-05
GO:0061371,1.2278891205347296e-05
GO:0030182,1.2278891205347296e-05
GO:0003143,1.2278891205347296e-05
GO:1902679,1.6666389730450504e-05
GO:0007169,2.0049627833171472e-05
GO:0030334,2.0049627833171472e-05
GO:0060412,3.248443506437049e-05
GO:0010468,3.248443506437049e-05
GO:0048738,3.248443506437049e-05
GO:0016055,3.81232845897729e-05
GO:0045765,3.955224836886029e-05
GO:0007492,5.1110466814919263e-05
GO:0045766,5.2074245779694384e-05
GO:0045596,5.347005342453218e-05
GO:0061629,7.26293796487814e-05
GO:0005021,7.26293796487814e-05
GO:0030335,7.589101905398088e-05
GO:0140297,7.84611686998033e-05
GO:0000978,8.444803071541067e-05
GO:0001706,9.843736177328118e-05
GO:0002065,0.0001060955300192043
GO:0003281,0.00012394173231511255
GO:0051094,0.00012460858228963872
GO:0001228,0.00013238126244188327
GO:0001944,0.0001535972387256797
GO:0007498,0.0001535972387256797
GO:0060317,0.0001535972387256797
GO:0048565,0.00018515263987068056
GO:0000987,0.00018840038261967504
GO:0051492,0.00022571491101317824
GO:0060429,0.0002259524397986316
GO:0001954,0.0002424133585983473
GO:0051960,0.0002424133585983473
GO:0004714,0.0002654604114989857
GO:0071635,0.00032787433005823587
GO:0070372,0.0003407361141699914
GO:0003148,0.0003468966887076426
GO:0010718,0.0003468966887076426
GO:0001837,0.0003934808861466404
GO:0003161,0.0003934808861466404
GO:0022603,0.0003934808861466404
GO:0048514,0.0003934808861466404
GO:1901329,0.0004273187283942569
GO:0010594,0.0004518542815664928
GO:0051893,0.000453763501861926
GO:0030336,0.0005126040063822099
GO:0003007,0.00062910886685253
GO:0048699,0.0006650415334938592
GO:0002040,0.0006650415334938592
GO:0045787,0.000773281561389763
GO:0048844,0.0007988319462808654
GO:0009855,0.0007988319462808654
GO:0045595,0.0008686361971167514
GO:0060541,0.0008838206088019239
GO:0005109,0.001039211535809
GO:0009952,0.001063574159982
GO:0003215,0.0011529560352788
GO:0008045,0.0011529560352788
GO:0010470,0.0011529560352788
GO:0019199,0.0012050216711386
GO:1904018,0.001223945905242
GO:0009968,0.0012927470586459
GO:0060972,0.0012963160019508
GO:0030111,0.0013561151664947
GO:0001938,0.0013561151664947
GO:0048701,0.0013561151664947
GO:0030177,0.0014590471164232
GO:0003180,0.0015146976016732
GO:0010557,0.0015623969188375
GO:0050680,0.0015813818971669
GO:0061180,0.0015923169690302
GO:0048754,0.0017740810858386
GO:0031016,0.0018337756889231
GO:0035050,0.0018337756889231
GO:2000050,0.0018337756889231
GO:0048483,0.0018337756889231
GO:0003176,0.0018337756889231
GO:0042476,0.0018337756889231
GO:0043433,0.0018576031287398
GO:0070696,0.0020142623699804
GO:0048018,0.002126280421757
GO:0000578,0.002140719865709
GO:0051496,0.0021453176708481
GO:0008285,0.0023126287067545
GO:1902991,0.0024325690063854
GO:0001657,0.0024325690063854
GO:0051894,0.0024325690063854
GO:0018212,0.0026600264921711
GO:0010595,0.0031984236252571
GO:0003181,0.0032710209347866
GO:0090263,0.0033083055890474
