Term,Adjusted P-value
GO:1990837,2.3306892045876926e-08
GO:0003690,2.3306892045876926e-08
GO:0009952,2.6948793575301117e-08
GO:0043565,7.912856113994248e-08
GO:0000978,1.0938034259708891e-06
GO:0006357,6.118655604312971e-06
GO:0000977,1.2685394652832635e-05
GO:0000987,1.2952076252569608e-05
GO:0001228,7.346074186295563e-05
GO:0048704,0.00017085904867002974
GO:0048562,0.0004058914774783677
GO:0048705,0.0004058914774783677
GO:0045893,0.0004058914774783677
GO:0006355,0.0004058914774783677
GO:0007399,0.0004187606625313433
GO:0009954,0.0004187606625313433
GO:0007409,0.0005987651829462353
GO:0010976,0.000790446510940668
GO:0010001,0.000798417123532881
GO:0061564,0.0010453077862868
GO:0048732,0.0022631955108858
GO:0048706,0.0027254182391308
GO:0030335,0.0028752838740126
GO:0010632,0.0032021640830687
GO:0048483,0.0032021640830687
GO:0031175,0.0034600598409488
GO:0045944,0.0039939946408718
GO:0004157,0.0041485780369263
GO:0050678,0.0042382623688854
GO:0030334,0.0050295027814338
GO:0048709,0.0050295027814338
GO:0001501,0.0053915191342334
GO:0045638,0.0062064084283035
GO:0000122,0.0087339569456897
GO:0031346,0.008943132567388
GO:0050679,0.0095024568234898
GO:0045637,0.0095024568234898
GO:0043009,0.0095024568234898
GO:0042472,0.0095024568234898
GO:0046113,0.0095024568234898
GO:0086100,0.0095024568234898
GO:0072175,0.0095024568234898
GO:0097021,0.0095024568234898
GO:0002009,0.0116033385964549
GO:0097485,0.0116033385964549
GO:0032291,0.0116033385964549
GO:0006208,0.0116033385964549
GO:0072529,0.0116033385964549
GO:0008285,0.0125869155623656
GO:0051017,0.0125869155623656
GO:0061572,0.0134362128491387
GO:0007169,0.0136487536944691
GO:0045839,0.0137082011842148
GO:0010634,0.0148803808493337
GO:0016055,0.0148906567551302
GO:1902950,0.016134407976079
GO:0002053,0.016134407976079
GO:0007411,0.017267346405919
GO:0016812,0.0173058561770064
GO:0008081,0.0173058561770064
GO:0004713,0.0173058561770064
GO:0000976,0.0173058561770064
GO:0005035,0.0173058561770064
GO:0034236,0.0177869023478315
GO:0004714,0.0177869023478315
GO:0006915,0.0182422093483068
GO:0010605,0.0182422093483068
GO:0051784,0.0182422093483068
GO:2000739,0.0182422093483068
GO:0048565,0.0195893530954727
GO:0048523,0.0196745149264924
GO:0045892,0.0196745149264924
GO:0061548,0.0196745149264924
GO:0022010,0.0196745149264924
GO:0010464,0.0196745149264924
GO:0006206,0.0196745149264924
GO:0035860,0.0231545513164755
GO:0007173,0.0264248272088404
GO:0090103,0.0264248272088404
GO:0031345,0.0291262589753098
GO:0048701,0.0297994917340578
GO:0030336,0.0299753938779173
GO:0048485,0.0332664252519866
GO:0048699,0.0350032926240401
GO:0048546,0.0357922770833436
GO:0014003,0.0357922770833436
GO:0072164,0.0357922770833436
GO:0038127,0.0363919073385376
GO:0099560,0.0363919073385376
GO:0048762,0.0363919073385376
GO:0007417,0.0363919073385376
GO:0007167,0.0363919073385376
GO:0072676,0.0363919073385376
GO:0046847,0.0363919073385376
GO:0046466,0.0363919073385376
GO:0032526,0.0372054183321714
GO:0060485,0.0388672532087025
GO:0001657,0.0388672532087025
GO:0048678,0.0388672532087025
GO:0060070,0.0407106777610857
GO:0043523,0.0410866280059013
GO:2000738,0.0418085268454663
GO:1902893,0.04427076385167
GO:0060828,0.04427076385167
GO:1990858,0.04427076385167
GO:0002223,0.04427076385167
GO:0042127,0.045484416271059
GO:0045596,0.0457582773321366
GO:0071772,0.0457582773321366
GO:0007422,0.0457582773321366
GO:0048675,0.0457582773321366
GO:0061436,0.0457582773321366
GO:0051726,0.0460295180943847
GO:0051402,0.0491605452908962
