Term,Adjusted P-value
GO:0062023,5.765974931944803e-09
GO:1990837,2.3270195216071027e-06
GO:0048706,4.794241212803265e-06
GO:0043565,1.0395366733515115e-05
GO:0003690,1.5191070368231118e-05
GO:0045597,4.1704215498891e-05
GO:0000978,7.635621436600478e-05
GO:0000987,7.635621436600478e-05
GO:0030198,7.652313058355757e-05
GO:0048407,8.083076284062268e-05
GO:0000977,8.27721534643687e-05
GO:0001501,0.0003422790941979515
GO:0004714,0.000360730716893278
GO:0001958,0.000386748659931484
GO:0043009,0.000555652780351841
GO:0060350,0.0010740999371972
GO:0048562,0.0014394270262936
GO:0035904,0.0014394270262936
GO:0045667,0.0014394270262936
GO:0048701,0.0014394270262936
GO:0018212,0.0014642422712985
GO:0000976,0.0015277637925178
GO:0035909,0.0021121795664219
GO:0045944,0.002404142840734
GO:0000122,0.0026602656027118
GO:0018108,0.0026602656027118
GO:0045892,0.0026602656027118
GO:0048522,0.003059370805788
GO:1901099,0.003059370805788
GO:0045595,0.003059370805788
GO:2001240,0.003059370805788
GO:1903053,0.003059370805788
GO:0051240,0.0035822814127369
GO:0045596,0.0042462535953487
GO:0048146,0.0042462535953487
GO:2001239,0.0042462535953487
GO:0040017,0.0059620988530087
GO:0048704,0.006307785991019
GO:0030335,0.0063806025474801
GO:0051094,0.0064825195413606
GO:0060973,0.0064825195413606
GO:0048251,0.0064825195413606
GO:0006357,0.0067455729413026
GO:0030326,0.0067455729413026
GO:0010717,0.0072780707284679
GO:0008284,0.0072860877441815
GO:0003180,0.0072860877441815
GO:0005161,0.0075812170735031
GO:0007507,0.0078123625212925
GO:0001228,0.008347081513966
GO:0071560,0.0084508006630506
GO:0150063,0.0084508006630506
GO:0048048,0.0086331336230072
GO:0030278,0.0098967830442571
GO:0045893,0.0098967830442571
GO:0071711,0.0098967830442571
GO:0030199,0.0098967830442571
GO:0016004,0.0099808831544894
GO:0048145,0.010330452887109
GO:0048523,0.0104982762347575
GO:0045229,0.0108152815380867
GO:0043062,0.0108152815380867
GO:0007169,0.0108152815380867
GO:0010718,0.0112218337979531
GO:0141091,0.0114932605070453
GO:1902680,0.0124102445251138
GO:0043518,0.0135829649292039
GO:0090280,0.0135829649292039
GO:0071773,0.0135829649292039
GO:0019222,0.0140782837593226
GO:1990868,0.015247701556951
GO:0001654,0.015609200281081
GO:0048762,0.015609200281081
GO:2001243,0.0156565103442393
GO:1902229,0.0156565103442393
GO:0032526,0.0156565103442393
GO:0030500,0.0156565103442393
GO:0006355,0.0156565103442393
GO:0055003,0.0156565103442393
GO:0097435,0.0161635731145664
GO:0072164,0.0170703043774122
GO:0060070,0.0172453386952223
GO:0051493,0.0178107115594288
GO:0048008,0.0179793629735973
GO:2000773,0.0179793629735973
GO:2000679,0.0179793629735973
GO:1902893,0.0183872503409267
GO:0042733,0.0191314776412731
GO:0001657,0.0191314776412731
GO:0085029,0.0191314776412731
GO:2000147,0.0204497971228809
GO:0001944,0.0205836128113196
GO:0071363,0.0205836128113196
GO:2001237,0.0215587877142565
GO:0007423,0.0230284494430857
GO:0006954,0.0231115489741146
GO:1901797,0.0231115489741146
GO:1903055,0.0231115489741146
GO:1901701,0.0231115489741146
GO:0045598,0.0231115489741146
GO:0060429,0.0231115489741146
GO:0060326,0.0244837497879291
GO:0090279,0.0244837497879291
GO:0001527,0.0258114799630426
GO:0045665,0.0264593013013187
GO:0042060,0.0265343988533765
GO:0016055,0.027585175468431
GO:0071383,0.027585175468431
GO:0042471,0.027585175468431
GO:1902894,0.0284186086680475
GO:1902230,0.0284186086680475
GO:0051091,0.0284186086680475
GO:0055013,0.0284186086680475
GO:0070167,0.0284186086680475
GO:0010975,0.0289871830503654
GO:0140297,0.0294358687219385
GO:2000406,0.0298207958226573
GO:0035025,0.0298207958226573
GO:2000629,0.0312223892755526
GO:0002718,0.0312223892755526
GO:0043388,0.0312223892755526
GO:0071364,0.0332326481931256
GO:0032970,0.036426177756767
GO:0051928,0.0366950990669642
GO:0050920,0.0366950990669642
GO:0050850,0.0366950990669642
GO:0004713,0.0375138454506784
GO:0001221,0.0375138454506784
GO:0010976,0.0381050646650236
GO:0048844,0.0381050646650236
GO:0070849,0.0381050646650236
GO:0070013,0.0381236372254417
GO:0141193,0.0397913277870907
GO:0045599,0.0397913277870907
GO:0007200,0.0397913277870907
GO:0032956,0.0413712216347154
GO:0042127,0.0413712216347154
GO:2001141,0.0427228479473435
GO:0043516,0.0430122427864018
GO:0071559,0.0433632369257161
GO:0010468,0.0433632369257161
GO:1902679,0.0433632369257161
GO:0007160,0.0433632369257161
GO:0045668,0.0433632369257161
GO:2000772,0.0433632369257161
GO:1904018,0.0436829559246046
GO:0019199,0.0451161729828687
GO:0030334,0.045351144438647
GO:0051093,0.045351144438647
GO:0051896,0.0480667890366773
GO:0045926,0.0483298208523444
GO:0014706,0.0483298208523444
GO:0031346,0.0483298208523444
