mmusculus,hsapiens
Cdh2,CDH2
Cyp26a1,CYP26A1
Epb41l3,EPB41L3
Epha4,EPHA4
Etv4,ETV4
Greb1,GREB1
Hes7,HES7
Igdcc3,IGDCC3
Lhpp,LHPP
Lrig3,LRIG3
Ncam1,NCAM1
Nin,NIN
Nkx1-2,NKX1-2
Notch1,NOTCH1
Rspo3,RSPO3
Tenm4,TENM4
Wnt5a,WNT5A
