mmusculus,hsapiens
Actn1,ACTN1
Agtrap,AGTRAP
Apoe,APOE
Arl4c,ARL4C
Atic,ATIC
Bcat1,BCAT1
Bcat2,BCAT2
Bst2,BST2
Cald1,CALD1
Calm1,CALM1
Car14,CA14
Ccnd1,CCND1
Ccnd2,CCND2
Ccnd3,CCND3
Cd24a,CD24
Cd63,CD63
Cdh1,CDH1
Chchd10,CHCHD10
Chd3,CHD3
Cited2,CITED2
Cldn6,CLDN6
Cldn7,CLDN7
Cmtm8,CMTM8
Cnn2,CNN2
Col18a1,COL18A1
Crabp2,CRABP2
Crip2,CRIP2
Csrp2,CSRP2
Cst3,CST3
Dchs1,DCHS1
Ddit4,DDIT4
Dll3,DLL3
Dst,DST
Dusp6,DUSP6
Dusp9,DUSP9
Eif4ebp1,EIF4EBP1
Emb,EMB
Emg1,EMG1
Eomes,EOMES
Epha1,EPHA1
Etv4,ETV4
Ezr,EZR
Fabp5,FABP5
Fdft1,FDFT1
Fgf17,FGF17
Fgf8,FGF8
Fn1,FN1
Foxp1,FOXP1
Frzb,FRZB
Fst,FST
Fstl1,FSTL1
Fzd10,FZD10
Fzd2,FZD2
Gas1,GAS1
Gcat,GCAT
Gldc,GLDC
Gnai2,GNAI2
Gng3,GNG3
Grb7,GRB7
Grsf1,GRSF1
Hmga2,HMGA2
Hmgcs1,HMGCS1
Hspa9,HSPA9
Id1,ID1
Id2,ID2
Id3,ID3
Idi1,IDI1
Ifitm1,IFITM1
Igfbp4,IGFBP4
Ina,INA
Kcnk1,KCNK1
Krt18,KRT18
L1td1,L1TD1
Lamc1,LAMC1
Laptm4b,LAPTM4B
Lef1,LEF1
Lhpp,LHPP
Lin28b,LIN28B
Lix1,LIX1
Lrrc58,LRRC58
Maged1,MAGED1
Map1b,MAP1B
Meis2,MEIS2
Mest,MEST
Mfap2,MFAP2
Mgst1,MGST1
Mmp2,MMP2
Mogat2,MOGAT2
Mrpl12,MRPL12
Mrpl34,MRPL34
Mrps6,MRPS6
Msmo1,MSMO1
Msx1,MSX1
Mthfd1,MTHFD1
Nav2,NAV2
Nefl,NEFL
Nhp2,NHP2
Nipsnap1,NIPSNAP1
Nkd1,NKD1
Nol9,NOL9
Nolc1,NOLC1
Odc1,ODC1
Otx2,OTX2
Pbx1,PBX1
Pcsk1n,PCSK1N
Pdzd4,PDZD4
Peg3,PEG3
Phc1,PHC1
Phlda2,PHLDA2
Pim2,PIM2
Pmaip1,PMAIP1
Polr2e,POLR2E
Pou3f1,POU3F1
Ppfibp1,PPFIBP1
Ppib,PPIB
Ppic,PPIC
Prtg,PRTG
Psors1c2,PSORS1C2
Ptgis,PTGIS
Ptn,PTN
Pus7,PUS7
Rab25,RAB25
Rai14,RAI14
Rarg,RARG
Rasgrp2,RASGRP2
Rbms1,RBMS1
Rbp1,RBP1
Rbpms2,RBPMS2
Reep5,REEP5
Rrm2,RRM2
Rrp8,RRP8
Ruvbl2,RUVBL2
S100a10,S100A10
Sall4,SALL4
Sdc1,SDC1
Sema6a,SEMA6A
Serpinh1,SERPINH1
Sfrp2,SFRP2
Slc25a4,SLC25A4
Slc2a1,SLC2A1
Slc6a6,SLC6A6
Slc7a3,SLC7A3
Smc6,SMC6
Sox2,SOX2
Sox4,SOX4
Sp5,SP5
Sparc,SPARC
Sqle,SQLE
Srm,SRM
Ssbp3,SSBP3
Stmn2,STMN2
Sulf2,SULF2
Syt11,SYT11
T,TBXT
Tcea3,TCEA3
Tceal8,TCEAL8
Tcf7l2,TCF7L2
Tmem119,TMEM119
Top2a,TOP2A
Tpd52,TPD52
Tpm1,TPM1
Tpm4,TPM4
Traf4,TRAF4
Tspan13,TSPAN13
Tubb2b,TUBB2B
Tubb4b,TUBB4B
Uchl1,UCHL1
Vasn,VASN
Vim,VIM
Wdr75,WDR75
Wfdc2,WFDC2
Wls,WLS
Wnt5b,WNT5B
Xpo5,XPO5
Ypel3,YPEL3
Zfp36l2,ZFP36L2
Zic2,ZIC2
Zic5,ZIC5
