mmusculus,hsapiens
Epb41l3,EPB41L3
Epha4,EPHA4
Greb1,GREB1
Greb1l,GREB1L
Hes7,HES7
Hoxb9,HOXB9
Igdcc3,IGDCC3
Lrig3,LRIG3
Ncam1,NCAM1
Nin,NIN
Pim1,PIM1
Tenm4,TENM4
Wnt5a,WNT5A
