mmusculus,hsapiens
Agtrap,AGTRAP
Dusp9,DUSP9
Frzb,FRZB
Gas1,GAS1
Meis2,MEIS2
Ppfibp1,PPFIBP1
Rbms1,RBMS1
T,TBXT
Tcf7l2,TCF7L2
