Term,Adjusted P-value
GO:0030182,4.704479878760754e-07
GO:0048699,4.704479878760754e-07
GO:0045597,1.548557244166218e-06
GO:0003229,3.944875277874295e-06
GO:0055010,1.7210778648731575e-05
GO:0060047,4.434560053685378e-05
GO:0055012,5.332979481579652e-05
GO:0043066,6.818537202067876e-05
GO:0045892,0.00011190907283677582
GO:0006941,0.00011190907283677582
GO:0003148,0.00011190907283677582
GO:0055007,0.00016813226319675422
GO:0060563,0.00022331826693900827
GO:0055008,0.00022331826693900827
GO:0060048,0.00034912543253780634
GO:0000122,0.00036533896006664553
GO:0048662,0.000389279453287296
GO:0003779,0.00040799601155050175
GO:0045666,0.000651761691857094
GO:0003208,0.000651761691857094
GO:1904706,0.0011455716190921
GO:0007507,0.0011455716190921
GO:0042981,0.0011455716190921
GO:0048514,0.001174748859624
GO:0060037,0.0012297094291793
GO:0051130,0.0015149936040498
GO:0090090,0.0018746888252134
GO:0051155,0.0026719449181688
GO:0072359,0.0030899788347275
GO:0060828,0.0031917291495345
GO:0003139,0.0034010984179536
GO:0003164,0.0034010984179536
GO:2001016,0.0034010984179536
GO:0060412,0.0034010984179536
GO:0003128,0.0034010984179536
GO:0048732,0.0035315462588975
GO:0045664,0.0036149614682265
GO:0030178,0.0037594525447982
GO:0032781,0.0041450674694934
GO:0051153,0.0042253869685315
GO:0010667,0.0042253869685315
GO:0048704,0.0045658695522306
GO:0090100,0.0045658695522306
GO:0048536,0.0053659585645344
GO:0030878,0.0053659585645344
GO:0048522,0.0054638931377734
GO:0090199,0.0058333021218351
GO:1904705,0.006054682060604
GO:0003281,0.006054682060604
GO:0043069,0.0063661001247437
GO:0016052,0.0067744302645849
GO:1902533,0.0068151817199255
GO:1905209,0.0076032347935382
GO:0010664,0.0076032347935382
GO:0042693,0.0089751548560727
GO:0060413,0.0089751548560727
GO:2000027,0.0089751548560727
GO:0045669,0.0102028397200036
GO:0051247,0.0105274990223525
GO:0010665,0.0105274990223525
GO:0048738,0.0113957840190722
GO:0010628,0.0113957840190722
GO:0003283,0.0131131226854639
GO:0051048,0.0131131226854639
GO:1904752,0.0131131226854639
GO:0030049,0.0131131226854639
GO:0003215,0.0131131226854639
GO:0043254,0.013341836917107
GO:0014912,0.014064510713802
GO:0060045,0.014064510713802
GO:0048701,0.014064510713802
GO:0003007,0.014064510713802
GO:0007517,0.014064510713802
GO:1902679,0.0145718867846946
GO:0006357,0.0150642292926365
GO:0001764,0.0150642292926365
GO:1900221,0.0150642292926365
GO:0033275,0.0150642292926365
GO:0010557,0.0161310438381866
GO:0008284,0.0161310438381866
GO:0035050,0.0161310438381866
GO:1902430,0.0161310438381866
GO:0043691,0.0161310438381866
GO:0043410,0.0169980166085977
GO:0002065,0.0169980166085977
GO:0055023,0.0169980166085977
GO:0060415,0.0169980166085977
GO:0051094,0.0169980166085977
GO:1902992,0.0169980166085977
GO:0043009,0.0172838418361927
GO:0003209,0.0182512560020231
GO:0014033,0.0182512560020231
GO:1902004,0.0182512560020231
GO:0008016,0.0187636666979236
GO:0060317,0.0189146111612791
GO:0032436,0.0189146111612791
GO:0003009,0.0189146111612791
GO:0046887,0.0189146111612791
GO:2000738,0.0189146111612791
GO:0071774,0.0189146111612791
GO:0090200,0.0205549435660367
GO:0051146,0.0205549435660367
GO:0060043,0.0220456693847513
GO:0034249,0.0220456693847513
GO:0071456,0.0220456693847513
GO:0036294,0.0226543032753871
GO:0015629,0.0230688094181825
GO:0051402,0.0237075097665703
GO:0051129,0.0238929342406632
GO:0043524,0.0245228183657251
GO:0034250,0.0249663966203831
GO:1902993,0.0249663966203831
GO:1990837,0.0251820803127621
GO:0061575,0.0251820803127621
GO:0030511,0.0259528879049779
GO:0048667,0.0259528879049779
GO:1903846,0.0259528879049779
GO:0035270,0.0259528879049779
GO:0010830,0.0259528879049779
GO:0010647,0.0259528879049779
GO:0045807,0.0259528879049779
GO:2000060,0.0283836005233559
GO:0030336,0.0299196471187527
GO:0045893,0.0299196471187527
GO:1904375,0.0308619135662024
GO:0045667,0.0308619135662024
GO:0045785,0.0308619135662024
GO:0046032,0.0319565910292137
GO:0090092,0.0319565910292137
GO:0006096,0.0319565910292137
GO:0006942,0.0319565910292137
GO:0043065,0.0330505615768957
GO:1902903,0.0337177219713556
GO:0006936,0.0338534417101228
GO:0042127,0.0338534417101228
GO:0071560,0.0340712859134998
GO:1901800,0.0340712859134998
GO:0006937,0.034445076331109
GO:0045429,0.034445076331109
GO:1904407,0.0349290085316179
GO:0010558,0.0349290085316179
GO:0033144,0.0349290085316179
GO:0009855,0.0349290085316179
GO:0006355,0.0349290085316179
GO:0023056,0.0349290085316179
GO:0043407,0.0349290085316179
GO:0008637,0.0366598807000203
GO:0019364,0.0366598807000203
GO:1900087,0.0381451116823411
GO:0001570,0.0381451116823411
GO:1902003,0.0381451116823411
GO:0030334,0.0385657308663315
GO:0045944,0.0393353293713319
GO:0045214,0.0393694080250007
GO:0043537,0.0393694080250007
GO:0032434,0.0400730230770414
