Term,Adjusted P-value
GO:0045893,5.2194431714309746e-08
GO:0045944,8.695259308186307e-07
GO:0006357,1.4466917214903607e-05
GO:0043565,7.464384162647294e-05
GO:0007507,0.0001529709187271128
GO:0048565,0.00016476451960422778
GO:0000976,0.00037499973068892857
GO:0048546,0.0003851530620317718
GO:0000977,0.0004376805882246375
GO:0005501,0.0004376805882246375
GO:0001228,0.0004376805882246375
GO:0003690,0.0004376805882246375
GO:0072359,0.0005138370481584433
GO:1990837,0.0006545179993161063
GO:0061629,0.0008317242545020058
GO:1902680,0.0008326241163848109
GO:0045597,0.0016121619904651
GO:0048844,0.0018167663927784
GO:0006355,0.0019833478359937
GO:0008284,0.0020525448358983
GO:0010558,0.0021533850159174
GO:0140297,0.0022275552247871
GO:0010667,0.0023572800541264
GO:0060575,0.0030762885291342
GO:0048562,0.0030925584784644
GO:0050679,0.0030925584784644
GO:0048557,0.0034137795036295
GO:0010664,0.0041528825658049
GO:0010665,0.0060122207153374
GO:0032526,0.0063268474549683
GO:0000978,0.0069055238444997
GO:0060070,0.0069335044064426
GO:0060429,0.0069335044064426
GO:0001221,0.0072617019168972
GO:0046850,0.0087844328929108
GO:0061180,0.0087844328929108
GO:0010811,0.0087844328929108
GO:0050680,0.0087844328929108
GO:2000050,0.0089895744935875
GO:0030182,0.0089895744935875
GO:0014911,0.0092213738000705
GO:0045687,0.0092213738000705
GO:0002065,0.0092213738000705
GO:0000122,0.0095415552906448
GO:0045577,0.0097391476163052
GO:0051894,0.0097391476163052
GO:0016055,0.0097391476163052
GO:0034103,0.0097391476163052
GO:0048566,0.0097391476163052
GO:0010557,0.009835869442341
GO:0045892,0.0099856933603525
GO:0050869,0.0099856933603525
GO:0010629,0.0099856933603525
GO:0042127,0.0099856933603525
GO:0010717,0.0102701704850958
GO:2000179,0.010827184365223
GO:2000177,0.010827184365223
GO:0150117,0.011118262115216
GO:0045596,0.011118262115216
GO:0060840,0.011118262115216
GO:0042471,0.0116386473589543
GO:0003148,0.0116386473589543
GO:0071542,0.0123917517830342
GO:0005109,0.0126734229030629
GO:0001223,0.0126734229030629
GO:0005634,0.0128267363134977
GO:0006775,0.0131544753762529
GO:0048522,0.014460776432154
GO:0043231,0.0145363602554121
GO:0001664,0.0145688741969609
GO:0010468,0.0156465740108245
GO:0030279,0.0163768866035222
GO:0090090,0.0163768866035222
GO:0010628,0.0165095000523381
GO:0000987,0.0189281177177053
GO:1900026,0.0210327286428045
GO:0071559,0.0210327286428045
GO:1902679,0.0217816639182391
GO:0042692,0.0223649193778697
GO:0043066,0.0223649193778697
GO:0042981,0.0228072152396037
GO:0014706,0.0228521779359522
GO:0045621,0.0236925570943434
GO:0030178,0.026146237018378
GO:0051496,0.0270854560771061
GO:0035567,0.0270854560771061
GO:0071363,0.0270854560771061
GO:0030278,0.0279403335451256
