Term	Adjusted P-value
GO:0043565	7.464384162647294e-05
GO:0000976	0.00037499973068892857
GO:0000977	0.0004376805882246375
GO:0005501	0.0004376805882246375
GO:0003690	0.0004376805882246375
GO:0001228	0.0004376805882246375
GO:1990837	0.0006545179993161063
GO:0061629	0.0008317242545020058
GO:0140297	0.0022275552247871
GO:0000978	0.0069055238444997
GO:0001221	0.0072617019168972
GO:0005109	0.0126734229030629
GO:0001223	0.0126734229030629
GO:0001664	0.0145688741969609
GO:0000987	0.0189281177177053
GO:0033550	0.0366983086664382
GO:0120146	0.0366983086664382
GO:0019841	0.0366983086664382
GO:0005021	0.0366983086664382
GO:0017017	0.0398051036833178
GO:0070008	0.0398051036833178
GO:0008330	0.0405948388593986
GO:0001758	0.0405948388593986
GO:0035256	0.0405948388593986
GO:1903136	0.0427836627259823
GO:0016918	0.0427836627259823
GO:0033130	0.046303887966316
